ID_Transaccion,Fecha,Titulo,Genero,Precio_Unitario,Cantidad,Total_Transaccion,Metodo_Pago
T-13029,2025-06-13,El Bosque de los Animales Parlantes,Infantil,15.08,1,15.08,Tarjeta de Débito
T-13030,2025-06-13,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.31,1,11.31,Tarjeta de Débito
T-13031,2025-06-13,El Último Beso en París,Romance,19.29,1,19.29,Tarjeta de Crédito
T-13032,2025-06-13,Corte de Espinas y Sombras,Fantasía / Romantasy,22.32,1,22.32,Tarjeta de Débito
T-13033,2025-06-13,Inteligencia Artificial para Directivos,Negocios / Técnicos,32.93,1,32.93,Mercado Pago
T-13034,2025-06-13,Akira Reborn: Edición Integral,Manga / Novela Gráfica,30.17,1,30.17,Tarjeta de Débito
T-13035,2025-06-13,Memorias de un Chef Callejero,Biografía / Memorias,23.11,1,23.11,Efectivo
T-13036,2025-06-13,365 Devocionales para el Alma,Religión / Espiritualidad,18.73,1,18.73,Transferencia
T-13037,2025-06-13,Mareas de Verano,Romance,14.17,1,14.17,Efectivo
T-13038,2025-06-13,Máquinas que Sueñan,Ciencia Ficción,20.76,1,20.76,Tarjeta de Crédito
T-13039,2025-06-13,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,13.73,1,13.73,Transferencia
T-13040,2025-06-13,Neon District: Año Cero,Manga / Novela Gráfica,16.44,1,16.44,Efectivo
T-13041,2025-06-13,Junto al Fuego de Diciembre,Romance,17.29,2,34.58,Tarjeta de Crédito
T-13042,2025-06-13,365 Devocionales para el Alma,Religión / Espiritualidad,18.64,1,18.64,Transferencia
T-13043,2025-06-13,Meditaciones del Peregrino,Religión / Espiritualidad,15.4,1,15.4,Tarjeta de Crédito
T-13044,2025-06-13,Cartas que Nunca Envié,Romance,16.99,2,33.98,Tarjeta de Crédito
T-13045,2025-06-13,Zona de Exclusión,Distopía / Especulativa,18.79,1,18.79,Efectivo
T-13046,2025-06-13,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.21,1,12.21,Mercado Pago
T-13047,2025-06-13,Reinos de Cristal Roto,Fantasía / Romantasy,23.55,1,23.55,Mercado Pago
T-13048,2025-06-13,Cartas que Nunca Envié,Romance,16.81,1,16.81,Tarjeta de Crédito
T-13049,2025-06-14,Código de Silencio en el Instituto,Young Adult,15.65,1,15.65,Mercado Pago
T-13050,2025-06-14,Código Génesis: Protocolo IA,Ciencia Ficción,25.19,1,25.19,Efectivo
T-13051,2025-06-14,Sombras Bajo la Luna Roja,Fantasía / Romantasy,20.39,1,20.39,Tarjeta de Crédito
T-13052,2025-06-14,Hábitos de Titanio,Autoayuda / Desarrollo Personal,22.37,1,22.37,Tarjeta de Débito
T-13053,2025-06-14,Volver a Quererte en Otoño,Romance,16.39,1,16.39,Tarjeta de Crédito
T-13054,2025-06-14,La Princesa que Quería Ser Astronauta,Infantil,13.01,2,26.02,Tarjeta de Débito
T-13055,2025-06-14,Nadie Sale Inocente,Thriller / Suspense,16.99,1,16.99,Tarjeta de Débito
T-13056,2025-06-14,El Café de los Corazones Rotos,Romance,15.22,1,15.22,Transferencia
T-13057,2025-06-14,Promesas Bajo la Lluvia,Romance,18.19,2,36.38,Efectivo
T-13058,2025-06-14,Fe en Tiempos Modernos,Religión / Espiritualidad,20.38,1,20.38,Efectivo
T-13059,2025-06-14,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.03,1,19.03,Efectivo
T-13060,2025-06-14,La Verdad Detrás del Fuego,Thriller / Suspense,20.88,1,20.88,Transferencia
T-13061,2025-06-14,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.47,1,18.47,Transferencia
T-13062,2025-06-14,Data Science: De Cero a Experto,Negocios / Técnicos,40.36,2,80.72,Tarjeta de Crédito
T-13063,2025-06-14,Emprender en Latinoamérica 2025,Negocios / Técnicos,24.45,1,24.45,Tarjeta de Crédito
T-13064,2025-06-14,El Pacto del Silencio,Thriller / Suspense,19.31,1,19.31,Transferencia
T-13065,2025-06-14,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.74,1,11.74,Efectivo
T-13066,2025-06-14,Finanzas Personales para Mortales,Autoayuda / Desarrollo Personal,21.94,1,21.94,Tarjeta de Crédito
T-13067,2025-06-14,Zona de Exclusión,Distopía / Especulativa,19.54,1,19.54,Mercado Pago
T-13068,2025-06-14,El Testigo Silencioso,Thriller / Suspense,19.69,3,59.07,Tarjeta de Débito
T-13069,2025-06-14,Ecos del Futuro Perdido,Ciencia Ficción,19.61,1,19.61,Mercado Pago
T-13070,2025-06-14,Utopía Fracturada,Distopía / Especulativa,17.41,1,17.41,Tarjeta de Crédito
T-13071,2025-06-14,La Canción del Dragón Dormido,Fantasía / Romantasy,21.0,3,63.0,Efectivo
T-13072,2025-06-14,Exoplaneta Siete,Ciencia Ficción,19.42,2,38.84,Tarjeta de Crédito
T-13073,2025-06-14,Liderazgo Silencioso,Autoayuda / Desarrollo Personal,23.7,1,23.7,Tarjeta de Crédito
T-13074,2025-06-14,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.93,1,12.93,Tarjeta de Crédito
T-13075,2025-06-14,Rebeldes sin Señal,Young Adult,15.43,1,15.43,Tarjeta de Crédito
T-13076,2025-06-14,La Librería de los Sueños Compartidos,Romance,17.69,1,17.69,Efectivo
T-13077,2025-06-14,Tres Días para Morir,Thriller / Suspense,18.21,1,18.21,Tarjeta de Crédito
T-13078,2025-06-14,Máquinas que Sueñan,Ciencia Ficción,21.22,1,21.22,Tarjeta de Crédito
T-13079,2025-06-14,Exoplaneta Siete,Ciencia Ficción,18.73,1,18.73,Mercado Pago
T-13080,2025-06-14,Meditaciones del Peregrino,Religión / Espiritualidad,14.74,1,14.74,Efectivo
T-13081,2025-06-15,Código Génesis: Protocolo IA,Ciencia Ficción,24.34,1,24.34,Mercado Pago
T-13082,2025-06-15,Rebeldes sin Señal,Young Adult,14.73,1,14.73,Tarjeta de Crédito
T-13083,2025-06-15,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.58,1,20.58,Tarjeta de Débito
T-13084,2025-06-15,"Nosotros, los Invisibles",Young Adult,15.3,2,30.6,Tarjeta de Crédito
T-13085,2025-06-15,Cuando el Destino Insiste,Romance,16.14,1,16.14,Transferencia
T-13086,2025-06-15,Utopía Fracturada,Distopía / Especulativa,17.46,1,17.46,Mercado Pago
T-13087,2025-06-15,La Última Colonia de Marte,Ciencia Ficción,23.67,1,23.67,Tarjeta de Débito
T-13088,2025-06-15,Más Allá de las Estrellas (YA),Young Adult,17.92,1,17.92,Transferencia
T-13089,2025-06-15,Tsuki Academy Vol. 3,Manga / Novela Gráfica,12.06,1,12.06,Mercado Pago
T-13090,2025-06-15,2084: El Nuevo Orden,Distopía / Especulativa,22.86,1,22.86,Efectivo
T-13091,2025-06-15,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.42,1,18.42,Tarjeta de Crédito
T-13092,2025-06-15,Mareas de Verano,Romance,14.12,1,14.12,Tarjeta de Débito
T-13093,2025-06-15,Reinos de Cristal Roto,Fantasía / Romantasy,24.11,1,24.11,Efectivo
T-13094,2025-06-15,Promesas Bajo la Lluvia,Romance,17.55,1,17.55,Tarjeta de Débito
T-13095,2025-06-15,La Música en Mis Venas,Biografía / Memorias,24.57,1,24.57,Tarjeta de Crédito
T-13096,2025-06-15,Nadie Sale Inocente,Thriller / Suspense,17.17,1,17.17,Mercado Pago
T-13097,2025-06-15,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.75,1,10.75,Efectivo
T-13098,2025-06-15,Utopía Fracturada,Distopía / Especulativa,17.02,1,17.02,Efectivo
T-13099,2025-06-15,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,18.08,1,18.08,Tarjeta de Crédito
T-13100,2025-06-15,Colores del Mundo: Un Viaje Ilustrado,Infantil,17.4,1,17.4,Mercado Pago
T-13101,2025-06-15,La Princesa que Quería Ser Astronauta,Infantil,12.65,1,12.65,Tarjeta de Crédito
T-13102,2025-06-15,Emprender en Latinoamérica 2025,Negocios / Técnicos,25.46,1,25.46,Tarjeta de Crédito
T-13103,2025-06-15,El Pacto del Silencio,Thriller / Suspense,18.81,1,18.81,Tarjeta de Débito
T-13104,2025-06-15,Exoplaneta Siete,Ciencia Ficción,18.54,2,37.08,Transferencia
T-13105,2025-06-15,Más Allá de las Estrellas (YA),Young Adult,18.34,1,18.34,Tarjeta de Crédito
T-13106,2025-06-15,Cartas que Nunca Envié,Romance,17.26,2,34.52,Efectivo
T-13107,2025-06-15,365 Devocionales para el Alma,Religión / Espiritualidad,19.15,1,19.15,Tarjeta de Débito
T-13108,2025-06-16,Reinos de Cristal Roto,Fantasía / Romantasy,24.27,1,24.27,Efectivo
T-13109,2025-06-16,Oscuridad al Mediodía,Thriller / Suspense,16.76,1,16.76,Tarjeta de Débito
T-13110,2025-06-16,Ecos del Futuro Perdido,Ciencia Ficción,20.37,1,20.37,Efectivo
T-13111,2025-06-16,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,18.39,2,36.78,Tarjeta de Crédito
T-13112,2025-06-16,La Canción del Dragón Dormido,Fantasía / Romantasy,20.69,1,20.69,Transferencia
T-13113,2025-06-16,Utopía Fracturada,Distopía / Especulativa,16.56,1,16.56,Tarjeta de Crédito
T-13114,2025-06-16,La República del Silencio,Distopía / Especulativa,22.3,2,44.6,Transferencia
T-13115,2025-06-16,La Librería de los Sueños Compartidos,Romance,17.78,1,17.78,Tarjeta de Débito
T-13116,2025-06-16,Fe en Tiempos Modernos,Religión / Espiritualidad,20.08,1,20.08,Tarjeta de Débito
T-13117,2025-06-16,Corte de Espinas y Sombras,Fantasía / Romantasy,22.39,1,22.39,Efectivo
T-13118,2025-06-16,El Café de los Corazones Rotos,Romance,15.19,2,30.38,Tarjeta de Débito
T-13119,2025-06-16,La Princesa que Quería Ser Astronauta,Infantil,12.92,1,12.92,Mercado Pago
T-13120,2025-06-16,Inteligencia Artificial para Directivos,Negocios / Técnicos,32.68,1,32.68,Tarjeta de Crédito
T-13121,2025-06-16,Promesas Bajo la Lluvia,Romance,18.2,2,36.4,Tarjeta de Débito
T-13122,2025-06-16,Cuando el Destino Insiste,Romance,15.78,1,15.78,Tarjeta de Crédito
T-13123,2025-06-16,Cartas que Nunca Envié,Romance,17.23,1,17.23,Tarjeta de Débito
T-13124,2025-06-16,"Nosotros, los Invisibles",Young Adult,14.78,1,14.78,Efectivo
T-13125,2025-06-16,La República del Silencio,Distopía / Especulativa,21.92,1,21.92,Mercado Pago
T-13126,2025-06-17,Ecos del Futuro Perdido,Ciencia Ficción,19.51,1,19.51,Tarjeta de Crédito
T-13127,2025-06-17,La Verdad Detrás del Fuego,Thriller / Suspense,20.43,1,20.43,Mercado Pago
T-13128,2025-06-17,Exoplaneta Siete,Ciencia Ficción,19.29,1,19.29,Tarjeta de Crédito
T-13129,2025-06-17,El Robot Amigable de Tomás,Infantil,11.15,1,11.15,Tarjeta de Crédito
T-13130,2025-06-17,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,14.34,1,14.34,Tarjeta de Crédito
T-13131,2025-06-17,Mi Primer Atlas del Universo,Infantil,18.91,1,18.91,Efectivo
T-13132,2025-06-17,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,14.25,1,14.25,Efectivo
T-13133,2025-06-17,La Marca del Fénix Plateado,Fantasía / Romantasy,22.43,2,44.86,Tarjeta de Crédito
T-13134,2025-06-17,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,12.8,1,12.8,Efectivo
T-13135,2025-06-17,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.42,1,19.42,Mercado Pago
T-13136,2025-06-17,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.87,1,11.87,Tarjeta de Crédito
T-13137,2025-06-17,Utopía Fracturada,Distopía / Especulativa,17.04,1,17.04,Tarjeta de Crédito
T-13138,2025-06-17,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,19.27,1,19.27,Tarjeta de Crédito
T-13139,2025-06-17,El Testigo Silencioso,Thriller / Suspense,19.49,2,38.98,Transferencia
T-13140,2025-06-17,Mi Primer Atlas del Universo,Infantil,19.48,2,38.96,Mercado Pago
T-13141,2025-06-17,Oscuridad al Mediodía,Thriller / Suspense,16.79,1,16.79,Tarjeta de Débito
T-13142,2025-06-17,La República del Silencio,Distopía / Especulativa,21.56,1,21.56,Tarjeta de Débito
T-13143,2025-06-17,El Café de los Corazones Rotos,Romance,15.07,2,30.14,Efectivo
T-13144,2025-06-17,Ciudadanos de Segunda,Distopía / Especulativa,18.08,1,18.08,Tarjeta de Crédito
T-13145,2025-06-17,365 Devocionales para el Alma,Religión / Espiritualidad,18.7,1,18.7,Mercado Pago
T-13146,2025-06-17,Junto al Fuego de Diciembre,Romance,16.86,1,16.86,Tarjeta de Crédito
T-13147,2025-06-17,La Librería de los Sueños Compartidos,Romance,17.51,1,17.51,Mercado Pago
T-13148,2025-06-18,Biblia de Estudio Contemporánea,Religión / Espiritualidad,39.3,1,39.3,Tarjeta de Crédito
T-13149,2025-06-18,La República del Silencio,Distopía / Especulativa,21.88,1,21.88,Mercado Pago
T-13150,2025-06-18,La Habitación 217,Thriller / Suspense,19.14,2,38.28,Tarjeta de Crédito
T-13151,2025-06-18,Máquinas que Sueñan,Ciencia Ficción,21.26,1,21.26,Tarjeta de Crédito
T-13152,2025-06-18,Ecos del Futuro Perdido,Ciencia Ficción,19.95,1,19.95,Tarjeta de Crédito
T-13153,2025-06-18,El Inventor que Cambió el Mundo,Biografía / Memorias,29.45,1,29.45,Efectivo
T-13154,2025-06-18,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,17.6,1,17.6,Tarjeta de Débito
T-13155,2025-06-18,La Chica del Último Vagón,Young Adult,13.6,3,40.8,Tarjeta de Débito
T-13156,2025-06-18,El Algoritmo de la Conciencia,Ciencia Ficción,25.67,1,25.67,Mercado Pago
T-13157,2025-06-18,De la Favela a las Estrellas,Biografía / Memorias,21.88,3,65.64,Mercado Pago
T-13158,2025-06-18,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.12,1,12.12,Efectivo
T-13159,2025-06-18,La Marca del Fénix Plateado,Fantasía / Romantasy,22.25,1,22.25,Mercado Pago
T-13160,2025-06-18,Minimalismo Emocional,Autoayuda / Desarrollo Personal,16.72,1,16.72,Tarjeta de Débito
T-13161,2025-06-18,El Pacto del Silencio,Thriller / Suspense,18.75,1,18.75,Tarjeta de Crédito
T-13162,2025-06-18,Sombras Bajo la Luna Roja,Fantasía / Romantasy,19.39,1,19.39,Mercado Pago
T-13163,2025-06-18,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,28.86,1,28.86,Tarjeta de Crédito
T-13164,2025-06-18,Oscuridad al Mediodía,Thriller / Suspense,16.63,1,16.63,Transferencia
T-13165,2025-06-18,Junto al Fuego de Diciembre,Romance,17.26,1,17.26,Tarjeta de Débito
T-13166,2025-06-18,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.82,1,18.82,Tarjeta de Débito
T-13167,2025-06-18,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.85,1,11.85,Transferencia
T-13168,2025-06-19,La Librería de los Sueños Compartidos,Romance,17.74,2,35.48,Efectivo
T-13169,2025-06-19,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.72,1,12.72,Tarjeta de Crédito
T-13170,2025-06-19,El Legado del Abuelo Navegante,Biografía / Memorias,24.54,1,24.54,Tarjeta de Débito
T-13171,2025-06-19,Promesas Bajo la Lluvia,Romance,17.89,2,35.78,Tarjeta de Débito
T-13172,2025-06-19,Horizonte Cuántico,Ciencia Ficción,21.6,2,43.2,Efectivo
T-13173,2025-06-19,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,12.77,1,12.77,Transferencia
T-13174,2025-06-19,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.92,1,10.92,Mercado Pago
T-13175,2025-06-19,Neurolink: El Despertar,Ciencia Ficción,26.47,1,26.47,Efectivo
T-13176,2025-06-19,Dino Rex y la Isla Misteriosa,Infantil,14.31,1,14.31,Tarjeta de Crédito
T-13177,2025-06-19,El Inventor que Cambió el Mundo,Biografía / Memorias,28.88,1,28.88,Efectivo
T-13178,2025-06-19,Oscuridad al Mediodía,Thriller / Suspense,16.69,1,16.69,Mercado Pago
T-13179,2025-06-19,Oscuridad al Mediodía,Thriller / Suspense,16.98,1,16.98,Tarjeta de Crédito
T-13180,2025-06-19,El Algoritmo de la Conciencia,Ciencia Ficción,25.7,3,77.1,Mercado Pago
T-13181,2025-06-19,2084: El Nuevo Orden,Distopía / Especulativa,23.01,1,23.01,Transferencia
T-13182,2025-06-19,La Última Colonia de Marte,Ciencia Ficción,22.45,1,22.45,Mercado Pago
T-13183,2025-06-19,Fe en Tiempos Modernos,Religión / Espiritualidad,19.4,2,38.8,Tarjeta de Crédito
T-13184,2025-06-19,Corte de Espinas y Sombras,Fantasía / Romantasy,23.47,2,46.94,Efectivo
T-13185,2025-06-19,La Mujer del Espejo Roto,Thriller / Suspense,22.4,2,44.8,Mercado Pago
T-13186,2025-06-19,La Verdad Detrás del Fuego,Thriller / Suspense,21.58,3,64.74,Tarjeta de Crédito
T-13187,2025-06-19,Ansiedad Cero: Guía Práctica,Autoayuda / Desarrollo Personal,20.99,1,20.99,Efectivo
T-13188,2025-06-20,Neon District: Año Cero,Manga / Novela Gráfica,16.35,1,16.35,Tarjeta de Débito
T-13189,2025-06-20,El Legado del Abuelo Navegante,Biografía / Memorias,23.89,1,23.89,Tarjeta de Débito
T-13190,2025-06-20,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.09,2,26.18,Tarjeta de Débito
T-13191,2025-06-20,Minimalismo Emocional,Autoayuda / Desarrollo Personal,17.02,1,17.02,Efectivo
T-13192,2025-06-20,Cuentos para Soñar Despierto,Infantil,12.03,1,12.03,Tarjeta de Crédito
T-13193,2025-06-20,El Último Beso en París,Romance,18.74,1,18.74,Tarjeta de Crédito
T-13194,2025-06-20,El Verano que Cambió Todo,Young Adult,16.75,1,16.75,Tarjeta de Débito
T-13195,2025-06-20,Promesas Bajo la Lluvia,Romance,18.4,1,18.4,Tarjeta de Débito
T-13196,2025-06-20,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,18.12,1,18.12,Tarjeta de Débito
T-13197,2025-06-20,Las Aventuras de Lila y el Gato Mágico,Infantil,13.36,2,26.72,Tarjeta de Débito
T-13198,2025-06-20,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,27.16,1,27.16,Mercado Pago
T-13199,2025-06-20,Cuando el Destino Insiste,Romance,15.57,1,15.57,Tarjeta de Débito
T-13200,2025-06-20,La Princesa que Quería Ser Astronauta,Infantil,13.09,1,13.09,Tarjeta de Débito
T-13201,2025-06-20,El Legado del Abuelo Navegante,Biografía / Memorias,24.44,1,24.44,Transferencia
T-13202,2025-06-20,El Bosque de los Animales Parlantes,Infantil,14.6,1,14.6,Tarjeta de Crédito
T-13203,2025-06-20,Colores del Mundo: Un Viaje Ilustrado,Infantil,16.67,1,16.67,Tarjeta de Crédito
T-13204,2025-06-20,El Legado del Abuelo Navegante,Biografía / Memorias,23.77,2,47.54,Transferencia
T-13205,2025-06-20,Corte de Espinas y Sombras,Fantasía / Romantasy,22.94,1,22.94,Transferencia
T-13206,2025-06-21,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.52,1,19.52,Transferencia
T-13207,2025-06-21,Cuentos para Soñar Despierto,Infantil,12.25,1,12.25,Tarjeta de Crédito
T-13208,2025-06-21,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,28.15,2,56.3,Tarjeta de Débito
T-13209,2025-06-21,Sombras Bajo la Luna Roja,Fantasía / Romantasy,20.22,3,60.66,Transferencia
T-13210,2025-06-21,Fuego en la Corte de Hielo,Fantasía / Romantasy,25.49,1,25.49,Efectivo
T-13211,2025-06-21,La Princesa que Quería Ser Astronauta,Infantil,12.74,3,38.22,Efectivo
T-13212,2025-06-21,Liderazgo Silencioso,Autoayuda / Desarrollo Personal,24.05,1,24.05,Transferencia
T-13213,2025-06-21,El Testigo Silencioso,Thriller / Suspense,20.43,3,61.29,Efectivo
T-13214,2025-06-21,El Testigo Silencioso,Thriller / Suspense,19.39,1,19.39,Tarjeta de Crédito
T-13215,2025-06-21,Promesas Bajo la Lluvia,Romance,17.73,1,17.73,Tarjeta de Débito
T-13216,2025-06-21,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,13.65,1,13.65,Efectivo
T-13217,2025-06-21,La Habitación 217,Thriller / Suspense,18.93,1,18.93,Mercado Pago
T-13218,2025-06-21,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,14.11,3,42.33,Mercado Pago
T-13219,2025-06-21,Cyberpunk Shibuya,Manga / Novela Gráfica,15.12,1,15.12,Efectivo
T-13220,2025-06-21,Emprender en Latinoamérica 2025,Negocios / Técnicos,25.02,2,50.04,Tarjeta de Débito
T-13221,2025-06-21,Data Science: De Cero a Experto,Negocios / Técnicos,40.18,1,40.18,Efectivo
T-13222,2025-06-21,La Librería de los Sueños Compartidos,Romance,17.49,2,34.98,Tarjeta de Crédito
T-13223,2025-06-21,Más Allá de las Estrellas (YA),Young Adult,17.76,1,17.76,Transferencia
T-13224,2025-06-21,Ecos del Futuro Perdido,Ciencia Ficción,20.11,1,20.11,Efectivo
T-13225,2025-06-21,365 Devocionales para el Alma,Religión / Espiritualidad,19.19,1,19.19,Mercado Pago
T-13226,2025-06-21,Cuando el Destino Insiste,Romance,16.03,3,48.09,Efectivo
T-13227,2025-06-21,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,18.16,2,36.32,Transferencia
T-13228,2025-06-21,La Librería de los Sueños Compartidos,Romance,17.63,1,17.63,Efectivo
T-13229,2025-06-21,Cuando el Destino Insiste,Romance,15.51,1,15.51,Transferencia
T-13230,2025-06-21,El Bosque de los Animales Parlantes,Infantil,14.9,1,14.9,Tarjeta de Débito
T-13231,2025-06-21,El Café de los Corazones Rotos,Romance,14.64,2,29.28,Transferencia
T-13232,2025-06-21,El Último Beso en París,Romance,18.48,1,18.48,Tarjeta de Débito
T-13233,2025-06-21,Volver a Quererte en Otoño,Romance,15.8,1,15.8,Mercado Pago
T-13234,2025-06-21,Dino Rex y la Isla Misteriosa,Infantil,14.1,1,14.1,Transferencia
T-13235,2025-06-21,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,28.42,1,28.42,Tarjeta de Débito
T-13236,2025-06-22,Akira Reborn: Edición Integral,Manga / Novela Gráfica,30.14,1,30.14,Tarjeta de Débito
T-13237,2025-06-22,El Testigo Silencioso,Thriller / Suspense,20.54,1,20.54,Efectivo
T-13238,2025-06-22,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.47,1,19.47,Tarjeta de Crédito
T-13239,2025-06-22,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.62,1,18.62,Efectivo
T-13240,2025-06-22,Mareas de Verano,Romance,14.13,1,14.13,Efectivo
T-13241,2025-06-22,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,14.12,3,42.36,Transferencia
T-13242,2025-06-22,La Canción del Dragón Dormido,Fantasía / Romantasy,21.48,1,21.48,Transferencia
T-13243,2025-06-22,El Último Beso en París,Romance,18.86,1,18.86,Tarjeta de Crédito
T-13244,2025-06-22,Colores del Mundo: Un Viaje Ilustrado,Infantil,17.44,1,17.44,Efectivo
T-13245,2025-06-22,"Nosotros, los Invisibles",Young Adult,14.78,1,14.78,Tarjeta de Crédito
T-13246,2025-06-22,Horizonte Cuántico,Ciencia Ficción,21.65,1,21.65,Tarjeta de Crédito
T-13247,2025-06-22,La Canción del Dragón Dormido,Fantasía / Romantasy,21.51,1,21.51,Tarjeta de Débito
T-13248,2025-06-22,El Pacto del Silencio,Thriller / Suspense,19.04,1,19.04,Tarjeta de Débito
T-13249,2025-06-22,La Marca del Fénix Plateado,Fantasía / Romantasy,21.85,1,21.85,Efectivo
T-13250,2025-06-22,Colores del Mundo: Un Viaje Ilustrado,Infantil,17.02,1,17.02,Tarjeta de Débito
T-13251,2025-06-22,Hábitos de Titanio,Autoayuda / Desarrollo Personal,22.6,1,22.6,Mercado Pago
T-13252,2025-06-22,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.84,1,11.84,Tarjeta de Crédito
T-13253,2025-06-22,La Marca del Fénix Plateado,Fantasía / Romantasy,21.48,1,21.48,Tarjeta de Débito
T-13254,2025-06-22,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,17.7,2,35.4,Transferencia
T-13255,2025-06-22,Vida de una Activista Silenciosa,Biografía / Memorias,20.39,1,20.39,Tarjeta de Crédito
T-13256,2025-06-22,Secretos en la Niebla,Thriller / Suspense,16.05,2,32.1,Transferencia
T-13257,2025-06-22,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.88,1,11.88,Tarjeta de Crédito
T-13258,2025-06-22,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.03,2,24.06,Tarjeta de Débito
T-13259,2025-06-22,365 Devocionales para el Alma,Religión / Espiritualidad,19.14,2,38.28,Tarjeta de Crédito
T-13260,2025-06-22,Fe en Tiempos Modernos,Religión / Espiritualidad,20.2,1,20.2,Tarjeta de Crédito
T-13261,2025-06-22,Contra Todo Pronóstico: Mi Historia,Biografía / Memorias,26.23,1,26.23,Tarjeta de Débito
T-13262,2025-06-23,Hábitos de Titanio,Autoayuda / Desarrollo Personal,22.8,1,22.8,Transferencia
T-13263,2025-06-23,Rebeldes sin Señal,Young Adult,15.35,1,15.35,Tarjeta de Crédito
T-13264,2025-06-23,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.15,1,12.15,Tarjeta de Crédito
T-13265,2025-06-23,La Canción del Dragón Dormido,Fantasía / Romantasy,20.9,2,41.8,Tarjeta de Crédito
T-13266,2025-06-23,La Princesa que Quería Ser Astronauta,Infantil,13.33,1,13.33,Efectivo
T-13267,2025-06-23,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,29.79,1,29.79,Tarjeta de Crédito
T-13268,2025-06-23,Corte de Espinas y Sombras,Fantasía / Romantasy,23.27,1,23.27,Efectivo
T-13269,2025-06-23,El Algoritmo de la Conciencia,Ciencia Ficción,25.48,1,25.48,Tarjeta de Débito
T-13270,2025-06-23,El Robot Amigable de Tomás,Infantil,10.95,1,10.95,Tarjeta de Crédito
T-13271,2025-06-23,Promesas Bajo la Lluvia,Romance,17.74,1,17.74,Tarjeta de Débito
T-13272,2025-06-23,La Marca del Fénix Plateado,Fantasía / Romantasy,21.58,1,21.58,Tarjeta de Débito
T-13273,2025-06-23,Ciudadanos de Segunda,Distopía / Especulativa,18.22,1,18.22,Transferencia
T-13274,2025-06-23,Crónicas del Mar Encantado,Fantasía / Romantasy,17.23,3,51.69,Mercado Pago
T-13275,2025-06-23,Cuando el Destino Insiste,Romance,15.82,1,15.82,Efectivo
T-13276,2025-06-23,La Princesa que Quería Ser Astronauta,Infantil,12.85,1,12.85,Efectivo
T-13277,2025-06-23,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,11.22,1,11.22,Tarjeta de Crédito
T-13278,2025-06-23,La República del Silencio,Distopía / Especulativa,21.64,1,21.64,Transferencia
T-13279,2025-06-23,Fe en Tiempos Modernos,Religión / Espiritualidad,19.88,1,19.88,Tarjeta de Crédito
T-13280,2025-06-23,El Testigo Silencioso,Thriller / Suspense,19.53,1,19.53,Tarjeta de Crédito
T-13281,2025-06-23,Máquinas que Sueñan,Ciencia Ficción,20.64,3,61.92,Efectivo
